id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
slake_045635,slake,validation,slake_045635.jpg,What is the shape of left kidney in the picture?,Oval,What,chromophobe adenoma,basal body dr garcia tumors 66,yes,Oval,D,english,A) chromophobe adenoma B) basal body dr garcia tumors 66 C) yes D) Oval
slake_045644,slake,validation,slake_045644.jpg,How many existing heart in this image?,0,How much/many,0,endocrine,cardiovascular,yes,A,english,A) 0 B) endocrine C) cardiovascular D) yes
slake_045647,slake,validation,slake_045647.jpg,Which organs/organ is part of the urinary system in this image?,Kidney,Organ system,Yes,lung,Kidney,Irregular,C,english,A) Yes B) lung C) Kidney D) Irregular
slake_045651,slake,validation,slake_045651.jpg,Where is the spleen in this image?,Right,Where,yes,Right,Chest,2,B,english,A) yes B) Right C) Chest D) 2
slake_045659,slake,validation,slake_045659.jpg,Are there organs in the picture that can discharge waste?,Yes,Yes/No,oral,gastrointestinal,Yes,chest and abdomen slide shows opened chest with two hearts,C,english,A) oral B) gastrointestinal C) Yes D) chest and abdomen slide shows opened chest with two hearts
slake_045668,slake,validation,slake_045668.jpg,How many kidneys does the image have?,2,How much/many,no,yes,2,morphologically recognized precursor lesions,C,english,A) no B) yes C) 2 D) morphologically recognized precursor lesions
slake_045693,slake,validation,slake_045693.jpg,Which organs/organ is part of the circulatory system in this image?,Heart,Organ system,1,yes,no,Heart,D,english,A) 1 B) yes C) no D) Heart
slake_045696,slake,validation,slake_045696.jpg,Where does the picture show?,Pelvic Cavity,Where,Pelvic Cavity,yes,gastrointestinal,spleen,A,english,A) Pelvic Cavity B) yes C) gastrointestinal D) spleen
slake_045701,slake,validation,slake_045701.jpg,"Which is bigger in this image, rectum or small bowel?",Small Bowel,Modality,due to immobilization cast,yes,Yes,Small Bowel,D,english,A) due to immobilization cast B) yes C) Yes D) Small Bowel
slake_045704,slake,validation,slake_045704.jpg,Which organs/organ is part of the urinary system in this image?,Bladder,Organ system,gastrointestinal,due to chronic urolithiasis,Yes,Bladder,D,english,A) gastrointestinal B) due to chronic urolithiasis C) Yes D) Bladder
slake_045708,slake,validation,slake_045708.jpg,What is the main organ in the image?,Brain,What,distal basilar artery,melanoma,Brain,Chest,C,english,A) distal basilar artery B) melanoma C) Brain D) Chest
slake_045710,slake,validation,slake_045710.jpg,Does the picture contain brian?,Yes,Yes/No,thymoma,Yes,intramural,female reproductive system,B,english,A) thymoma B) Yes C) intramural D) female reproductive system
slake_045718,slake,validation,slake_045718.jpg,"Which is the biggest in this image, bladder, small bowel or rectum?",Bladder,Modality,no,Cardiomegaly,Bladder,yes,C,english,A) no B) Cardiomegaly C) Bladder D) yes
slake_045732,slake,validation,slake_045732.jpg,Do the organs in the image exist in the head?,No,Yes/No,No,median bar bladder hypertrophy good,prostate,no,A,english,A) No B) median bar bladder hypertrophy good C) prostate D) no
slake_045735,slake,validation,slake_045735.jpg,What color is the small bowel in the picture?,Gray,What,Gray,due to immobilization cast,yes,Yes,A,english,A) Gray B) due to immobilization cast C) yes D) Yes
slake_045738,slake,validation,slake_045738.jpg,What scanning plane does this image belong to?,Transverse Plane,What,Transverse Plane,no,yes,thymus,A,english,A) Transverse Plane B) no C) yes D) thymus
slake_045741,slake,validation,slake_045741.jpg,Do any of the organs in the picture belong to the digestive system?,Yes,Yes/No,coronary artery,Yes,no,Brain,B,english,A) coronary artery B) Yes C) no D) Brain
slake_045742,slake,validation,slake_045742.jpg,Do the organs in the image exist in the chest?,No,Yes/No,hepatocellular necrosis,No,Yes,mandibular,B,english,A) hepatocellular necrosis B) No C) Yes D) mandibular
slake_045748,slake,validation,slake_045748.jpg,Which part of the body does this image belong to?,Chest,Other,no,Chest,endocrine system,due to scalp electrode in a neonate,B,english,A) no B) Chest C) endocrine system D) due to scalp electrode in a neonate
slake_045761,slake,validation,slake_045761.jpg,Does the picture contain lung?,Yes,Yes/No,yes,joints,Yes,female reproductive system,C,english,A) yes B) joints C) Yes D) female reproductive system
slake_045763,slake,validation,slake_045763.jpg,What diseases are included in the picture?,,What,lung,no,Atelectasis,nan,D,english,A) lung B) no C) Atelectasis D) nan
slake_045766,slake,validation,slake_045766.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,胸腔,是的,"药物治疗,支持性治疗",推动血液流动,A,chinese,"A) 胸腔 B) 是的 C) 药物治疗,支持性治疗 D) 推动血液流动"
slake_045767,slake,validation,slake_045767.jpg,图片主要器官是什么?,"肺,心脏",Other,腹部,胸腔,是的,"肺,心脏",D,chinese,"A) 腹部 B) 胸腔 C) 是的 D) 肺,心脏"
slake_045777,slake,validation,slake_045777.jpg,图片中包含哪些疾病?,肺结节,Other,肝脏,肺结节,黑色,不是,B,chinese,A) 肝脏 B) 肺结节 C) 黑色 D) 不是
slake_045784,slake,validation,slake_045784.jpg,图片中包含哪些疾病?,肺不张,Other,包含,黑色,肺不张,牙齿,C,chinese,A) 包含 B) 黑色 C) 肺不张 D) 牙齿
slake_045785,slake,validation,slake_045785.jpg,异常病变在哪个位置?,"左肺, 右侧",Other,肝脏,胸腔,"左肺, 右侧","药物治疗,康复治疗",C,chinese,"A) 肝脏 B) 胸腔 C) 左肺, 右侧 D) 药物治疗,康复治疗"
slake_045795,slake,validation,slake_045795.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,胸腔,不可以,不是,是的,A,chinese,A) 胸腔 B) 不可以 C) 不是 D) 是的
slake_045805,slake,validation,slake_045805.jpg,图片中包含哪些疾病?,肺浸润,Other,大脑,肝脏,肺浸润,肺不张,C,chinese,A) 大脑 B) 肝脏 C) 肺浸润 D) 肺不张
slake_045806,slake,validation,slake_045806.jpg,异常病变在哪个位置?,"左肺,右侧",Other,胸腔,"左肺,右侧",肺,胸腔,B,chinese,"A) 胸腔 B) 左肺,右侧 C) 肺 D) 胸腔"
slake_045810,slake,validation,slake_045810.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,不是,顶部,右上肺,胸腔,D,chinese,A) 不是 B) 顶部 C) 右上肺 D) 胸腔
slake_045814,slake,validation,slake_045814.jpg,异常病变在哪个位置?,中间,Other,直肠,中间,左肾,胸腔,B,chinese,A) 直肠 B) 中间 C) 左肾 D) 胸腔
slake_045832,slake,validation,slake_045832.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,对称于底部脊椎,是的,胸腔,是的,C,chinese,A) 对称于底部脊椎 B) 是的 C) 胸腔 D) 是的
slake_045834,slake,validation,slake_045834.jpg,图片中最大的器官是什么?,肺,Other,右肺,环绕膀胱,不可以,肺,D,chinese,A) 右肺 B) 环绕膀胱 C) 不可以 D) 肺
slake_045837,slake,validation,slake_045837.jpg,肺是异常的吗?,是的,Other,灰色,"药物治疗,手术治疗",X光,是的,D,chinese,"A) 灰色 B) 药物治疗,手术治疗 C) X光 D) 是的"
slake_045841,slake,validation,slake_045841.jpg,这张MRI图片用的什么加权方式?,T2,Modality,是的,胸腔,X光,T2,D,chinese,A) 是的 B) 胸腔 C) X光 D) T2
slake_045855,slake,validation,slake_045855.jpg,这张图片看起来正常吗?,不是,Other,控制心跳和呼吸,不是,是,是的,B,chinese,A) 控制心跳和呼吸 B) 不是 C) 是 D) 是的
slake_045861,slake,validation,slake_045861.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,顶部,胸腔,左肺,黑色,B,chinese,A) 顶部 B) 胸腔 C) 左肺 D) 黑色
slake_045887,slake,validation,slake_045887.jpg,图中有多少个肾脏?,0,Other,胸腔,"高血压,扩张性心肌病",0,"药物治疗,支持性治疗",C,chinese,"A) 胸腔 B) 高血压,扩张性心肌病 C) 0 D) 药物治疗,支持性治疗"
slake_045897,slake,validation,slake_045897.jpg,图片中有多少个器官?,3,Other,是的,X光,胸腔,3,D,chinese,A) 是的 B) X光 C) 胸腔 D) 3
slake_045929,slake,validation,slake_045929.jpg,图片中包含脾脏吗?,包含,Other,不是,不可以,包含,是的,C,chinese,A) 不是 B) 不可以 C) 包含 D) 是的
slake_045933,slake,validation,slake_045933.jpg,图中有多少个肾脏?,0,Other,包含,不正常,不是,0,D,chinese,A) 包含 B) 不正常 C) 不是 D) 0
slake_045941,slake,validation,slake_045941.jpg,图片中包含肾脏吗?,包含,Other,不是,是的,呼吸,包含,D,chinese,A) 不是 B) 是的 C) 呼吸 D) 包含
slake_045945,slake,validation,slake_045945.jpg,图中肾脏和脾脏哪个更大?,脾脏,Other,肺肿块,中间,脾脏,不是,C,chinese,A) 肺肿块 B) 中间 C) 脾脏 D) 不是
slake_045954,slake,validation,slake_045954.jpg,图中肾脏的形状是什么?,椭圆,Other,可以,不是,椭圆,"右肺, 左下",C,chinese,"A) 可以 B) 不是 C) 椭圆 D) 右肺, 左下"
slake_045967,slake,validation,slake_045967.jpg,这张MRI图片用的什么加权方式?,T1,Modality,X光,心脏,T1,胸腔,C,chinese,A) X光 B) 心脏 C) T1 D) 胸腔
slake_045971,slake,validation,slake_045971.jpg,图中有多少个肾脏?,0,Other,肺不张,0,肺,有,B,chinese,A) 肺不张 B) 0 C) 肺 D) 有
slake_045998,slake,validation,slake_045998.jpg,图中心脏和肝脏哪个更大?,心脏,Other,胸腔,"药物治疗,手术治疗",肝癌,心脏,D,chinese,"A) 胸腔 B) 药物治疗,手术治疗 C) 肝癌 D) 心脏"
slake_046019,slake,validation,slake_046019.jpg,这个图像的扫描平面是什么?,横断面,Other,肺,横断面,右上肺,心脏肥大,B,chinese,A) 肺 B) 横断面 C) 右上肺 D) 心脏肥大
slake_046039,slake,validation,slake_046039.jpg,这张MRI图片用的什么加权方式?,T1,Modality,不包含,胸腔,不可以,T1,D,chinese,A) 不包含 B) 胸腔 C) 不可以 D) T1
slake_046055,slake,validation,slake_046055.jpg,图中有多少个肾脏?,1,Other,黑色,1,圆形,是的,B,chinese,A) 黑色 B) 1 C) 圆形 D) 是的
slake_046068,slake,validation,slake_046068.jpg,"在这张图片中,右下肺可以观察到肺不张吗?",不可以,Other,"药物治疗,支持治疗,手术治疗",右上肺,是的,不可以,D,chinese,"A) 药物治疗,支持治疗,手术治疗 B) 右上肺 C) 是的 D) 不可以"
slake_046076,slake,validation,slake_046076.jpg,"从整个身体的角度看,这幅图像中的器官位于哪个部位?",胸腔,Other,可以,左肾,胸腔,X光,C,chinese,A) 可以 B) 左肾 C) 胸腔 D) X光
slake_046081,slake,validation,slake_046081.jpg,图中肺是异常的吗?,是的,Other,没有,不规则,是的,中间,C,chinese,A) 没有 B) 不规则 C) 是的 D) 中间
slake_046088,slake,validation,slake_046088.jpg,图片中哪个器官属于呼吸系统?,肺,Other,肺,左股骨头,左侧,大脑,A,chinese,A) 肺 B) 左股骨头 C) 左侧 D) 大脑
slake_046089,slake,validation,slake_046089.jpg,这是什么类型的医学图像?,X光,Other,肾脏,X光,不是,大脑,B,chinese,A) 肾脏 B) X光 C) 不是 D) 大脑
slake_046090,slake,validation,slake_046090.jpg,这个图像是在哪个平面扫描的?,冠状面,Other,灰色,是的,积液,冠状面,D,chinese,A) 灰色 B) 是的 C) 积液 D) 冠状面
slake_046100,slake,validation,slake_046100.jpg,图中存在多少个心脏?,1,Other,顶部,是的,中部,1,D,chinese,A) 顶部 B) 是的 C) 中部 D) 1
slake_046113,slake,validation,slake_046113.jpg,"在这张图片中,左下肺可以观察到肺炎吗?",可以,Other,大脑,可以,肺不张,"药物治疗,手术治疗",B,chinese,"A) 大脑 B) 可以 C) 肺不张 D) 药物治疗,手术治疗"
slake_046123,slake,validation,slake_046123.jpg,图中肿块位于肺的哪个部位?,左肺,Other,左肺,肺,腹部,不可以,A,chinese,A) 左肺 B) 肺 C) 腹部 D) 不可以
slake_046133,slake,validation,slake_046133.jpg,图片中哪个器官属于呼吸系统?,肺,Other,肝脏,肺,左叶,是的,B,chinese,A) 肝脏 B) 肺 C) 左叶 D) 是的
slake_046143,slake,validation,slake_046143.jpg,"在这张图片中,左上肺可以观察到结节吗?",可以,Other,肺不张,可以,呼吸,胸腔,B,chinese,A) 肺不张 B) 可以 C) 呼吸 D) 胸腔
slake_046156,slake,validation,slake_046156.jpg,图中有多少个肾脏?,0,Other,大脑,0,是,有,B,chinese,A) 大脑 B) 0 C) 是 D) 有
slake_046165,slake,validation,slake_046165.jpg,心脏肥大位于胸腔的哪个部位?,心脏,Other,胸腔,中部,心脏,可以,C,chinese,A) 胸腔 B) 中部 C) 心脏 D) 可以
slake_046168,slake,validation,slake_046168.jpg,病人有任何的异常吗?,有,Other,有,"药物治疗,手术治疗",左肺,胸腔,A,chinese,"A) 有 B) 药物治疗,手术治疗 C) 左肺 D) 胸腔"
slake_046169,slake,validation,slake_046169.jpg,病人的右肺有异常吗?,没有,Other,不包含,可以,没有,不可以,C,chinese,A) 不包含 B) 可以 C) 没有 D) 不可以
slake_046176,slake,validation,slake_046176.jpg,"这张图像显示的是哪种类型的成像,核磁共振、CT还是X光?",X光,Modality,是的,"药物治疗,手术治疗",X光,不规则,C,chinese,"A) 是的 B) 药物治疗,手术治疗 C) X光 D) 不规则"
slake_046189,slake,validation,slake_046189.jpg,图中心脏疾病的主要病因是什么?,"高血压,扩张性心肌病",Other,"高血压,扩张性心肌病",是,左叶,头部,A,chinese,"A) 高血压,扩张性心肌病 B) 是 C) 左叶 D) 头部"
slake_046199,slake,validation,slake_046199.jpg,病人的左肺有异常吗?,有,Other,"右肺,左上",不规则,有,头部,C,chinese,"A) 右肺,左上 B) 不规则 C) 有 D) 头部"
slake_046212,slake,validation,slake_046212.jpg,图中有多少个肾脏?,2,Other,不规则,2,黑色,有,B,chinese,A) 不规则 B) 2 C) 黑色 D) 有
slake_046221,slake,validation,slake_046221.jpg,图中肺炎位于肺的哪个部位?,双肺,Other,右叶,"药物治疗,手术治疗",双肺,不是,C,chinese,"A) 右叶 B) 药物治疗,手术治疗 C) 双肺 D) 不是"
slake_046224,slake,validation,slake_046224.jpg,肺的左侧是什么病?,肺炎,Other,肺炎,腹部,左侧,不可以,A,chinese,A) 肺炎 B) 腹部 C) 左侧 D) 不可以
slake_046231,slake,validation,slake_046231.jpg,图片中哪个器官属于呼吸系统?,肺,Other,肺,是,是的,是的,A,chinese,A) 肺 B) 是 C) 是的 D) 是的
slake_046234,slake,validation,slake_046234.jpg,"从整个身体的角度看,这幅图像中的器官位于哪个部位?",胸腔,Other,右叶,气胸,胸腔,X光,C,chinese,A) 右叶 B) 气胸 C) 胸腔 D) X光
slake_046241,slake,validation,slake_046241.jpg,"在这张图片中,左上肺可以观察到肺炎吗?",可以,Other,可以,胸腔,不是,"肺,心脏",A,chinese,"A) 可以 B) 胸腔 C) 不是 D) 肺,心脏"
slake_046262,slake,validation,slake_046262.jpg,用什么样的成像方式拍摄这张照片?,X光,Other,大脑,X光,肺,牙齿,B,chinese,A) 大脑 B) X光 C) 肺 D) 牙齿
slake_046271,slake,validation,slake_046271.jpg,"在这张图片中,左上肺可以观察到肺炎吗?",不可以,Other,不是,不是,不可以,呼吸系统,C,chinese,A) 不是 B) 不是 C) 不可以 D) 呼吸系统
slake_046291,slake,validation,slake_046291.jpg,图片中哪个器官属于呼吸系统?,肺,Other,黑色,是的,肺,包含,C,chinese,A) 黑色 B) 是的 C) 肺 D) 包含
slake_046322,slake,validation,slake_046322.jpg,病人有任何的异常吗?,有,Other,不正常,有,黑色,小肠,B,chinese,A) 不正常 B) 有 C) 黑色 D) 小肠
slake_046327,slake,validation,slake_046327.jpg,如何治疗位于图中肺部右下侧的疾病?,"药物治疗,手术治疗",Other,心脏,"药物治疗,手术治疗",胸腔,X光,B,chinese,"A) 心脏 B) 药物治疗,手术治疗 C) 胸腔 D) X光"
slake_046339,slake,validation,slake_046339.jpg,该图像显示了多少多少个眼睛?,2,Other,是的,小肠,2,是的,C,chinese,A) 是的 B) 小肠 C) 2 D) 是的
slake_046340,slake,validation,slake_046340.jpg,此图像中眼睛的形状是什么?,圆形,Other,肺结节,较少,是的,圆形,D,chinese,A) 肺结节 B) 较少 C) 是的 D) 圆形
slake_046362,slake,validation,slake_046362.jpg,图中是什么器官系统?,头部,Other,不可以,中心,控制心跳和呼吸,头部,D,chinese,A) 不可以 B) 中心 C) 控制心跳和呼吸 D) 头部
slake_046369,slake,validation,slake_046369.jpg,在这张照片中器官中心的组织有什么功能?,控制心跳和呼吸,Other,腹部,是的,控制心跳和呼吸,不包含,C,chinese,A) 腹部 B) 是的 C) 控制心跳和呼吸 D) 不包含
slake_046377,slake,validation,slake_046377.jpg,腮腺出现在图像中了吗?,是的,Other,X光,肺,是的,腹部,C,chinese,A) X光 B) 肺 C) 是的 D) 腹部
slake_046379,slake,validation,slake_046379.jpg,脑干在图片中显示什么颜色?,灰色,Other,有,右叶,中部,灰色,D,chinese,A) 有 B) 右叶 C) 中部 D) 灰色
slake_046392,slake,validation,slake_046392.jpg,腮腺出现在图像中了吗?,是的,Other,肝脏,胸腔,X光,是的,D,chinese,A) 肝脏 B) 胸腔 C) X光 D) 是的
slake_046404,slake,validation,slake_046404.jpg,图中的器官位于身体的哪个部分?,头部,Other,有,头部,是的,不是,B,chinese,A) 有 B) 头部 C) 是的 D) 不是
slake_046405,slake,validation,slake_046405.jpg,图像顶部的白色器官是什么?,牙齿,Other,胸腔,是,横断面,牙齿,D,chinese,A) 胸腔 B) 是 C) 横断面 D) 牙齿
slake_046408,slake,validation,slake_046408.jpg,这张图像里有脊髓吗?,包含,Other,"脑胚胎组织发育异常,遗传因素,化学因素",药物治疗,包含,中部,C,chinese,"A) 脑胚胎组织发育异常,遗传因素,化学因素 B) 药物治疗 C) 包含 D) 中部"
slake_046413,slake,validation,slake_046413.jpg,图片中哪个器官属于消化系统?,牙齿,Other,是的,肺,"药物治疗,康复治疗",牙齿,D,chinese,"A) 是的 B) 肺 C) 药物治疗,康复治疗 D) 牙齿"
slake_046423,slake,validation,slake_046423.jpg,图中喉是什么颜色的?,黑色,Other,是的,黑色,腹部,肺结节,B,chinese,A) 是的 B) 黑色 C) 腹部 D) 肺结节
slake_046432,slake,validation,slake_046432.jpg,图片主要器官是什么?,大脑,Other,"药物治疗,支持性治疗",大脑,不是,可以,B,chinese,"A) 药物治疗,支持性治疗 B) 大脑 C) 不是 D) 可以"
slake_046433,slake,validation,slake_046433.jpg,图中最大的器官是什么?,大脑,Other,胸腔,大脑,中部,胸腔,B,chinese,A) 胸腔 B) 大脑 C) 中部 D) 胸腔
slake_046445,slake,validation,slake_046445.jpg,这张图片中脊髓的形状是什么?,圆形,Other,包含,圆形,腹部,是的,B,chinese,A) 包含 B) 圆形 C) 腹部 D) 是的
slake_046454,slake,validation,slake_046454.jpg,脊髓在这张图上出现了吗?,是的,Other,不规则,是,胸腔,是的,D,chinese,A) 不规则 B) 是 C) 胸腔 D) 是的
slake_046462,slake,validation,slake_046462.jpg,这张图片的拍摄是通过CT吗?,不是,Modality,是的,不是,双肺,包含,B,chinese,A) 是的 B) 不是 C) 双肺 D) 包含
slake_046463,slake,validation,slake_046463.jpg,"这个图像是用什么样的权重生成的,t1还是t2?",T2,Other,X光,T2,牙齿,双侧,B,chinese,A) X光 B) T2 C) 牙齿 D) 双侧
slake_046509,slake,validation,slake_046509.jpg,这是T1加权还是T2加权的核磁共振图像?,T2,Other,心脏肥大,T2,不包含,是,B,chinese,A) 心脏肥大 B) T2 C) 不包含 D) 是
slake_046530,slake,validation,slake_046530.jpg,这个图像属于身体的哪个部位?,头部,Other,头部,胸腔,灰色,有,A,chinese,A) 头部 B) 胸腔 C) 灰色 D) 有
slake_046531,slake,validation,slake_046531.jpg,"图中哪侧的脑半球是异常的,左侧还是右侧?",右侧,Other,头部,右侧,不是,"左肺, 右侧",B,chinese,"A) 头部 B) 右侧 C) 不是 D) 左肺, 右侧"
slake_046544,slake,validation,slake_046544.jpg,产生图中大脑左侧疾病的主要病因是什么?,"脑胚胎组织发育异常,遗传因素,化学因素",Other,"脑胚胎组织发育异常,遗传因素,化学因素",头部,肺,可以,A,chinese,"A) 脑胚胎组织发育异常,遗传因素,化学因素 B) 头部 C) 肺 D) 可以"
slake_046546,slake,validation,slake_046546.jpg,"这个图像是用什么样的权重生成的,t1还是t2?",T1,Other,胸腔,不是,T1,心脏,C,chinese,A) 胸腔 B) 不是 C) T1 D) 心脏
slake_046548,slake,validation,slake_046548.jpg,"从整个身体的角度看,这幅图像中的器官位于哪个部位?",头部,Other,不可以,灰色,头部,是的,C,chinese,A) 不可以 B) 灰色 C) 头部 D) 是的
slake_046560,slake,validation,slake_046560.jpg,图片中包含肾脏吗?,包含,Other,"高血压,扩张性心肌病",胸腔,大脑,包含,D,chinese,"A) 高血压,扩张性心肌病 B) 胸腔 C) 大脑 D) 包含"
slake_046581,slake,validation,slake_046581.jpg,这张核磁共振图像用的什么加权方式?,T1,Other,头部,T1,"药物治疗,手术治疗",是的,B,chinese,"A) 头部 B) T1 C) 药物治疗,手术治疗 D) 是的"
slake_046590,slake,validation,slake_046590.jpg,图像里包含的区域属于身体哪个部分?,大脑,Other,右肺,胸腔,大脑,生物转化、解毒,C,chinese,A) 右肺 B) 胸腔 C) 大脑 D) 生物转化、解毒
slake_046597,slake,validation,slake_046597.jpg,异常病变在哪个位置?,左下,Other,肾脏,左下,胸腔,X光,B,chinese,A) 肾脏 B) 左下 C) 胸腔 D) X光
slake_046599,slake,validation,slake_046599.jpg,"这个图像是用什么样的权重生成的,t1还是t2?",T1,Other,"脑胚胎组织发育异常,遗传因素,化学因素",T1,不包含,胸腔,B,chinese,"A) 脑胚胎组织发育异常,遗传因素,化学因素 B) T1 C) 不包含 D) 胸腔"
slake_046620,slake,validation,slake_046620.jpg,图中脑哪个叶是正常的?,右叶,Other,灰色,右叶,包含,胸腔,B,chinese,A) 灰色 B) 右叶 C) 包含 D) 胸腔
slake_046625,slake,validation,slake_046625.jpg,如何治疗这张图片中脑左侧的疾病?,"药物治疗,康复治疗",Other,包含,双肺,"药物治疗,康复治疗",有,C,chinese,"A) 包含 B) 双肺 C) 药物治疗,康复治疗 D) 有"
slake_046628,slake,validation,slake_046628.jpg,这张MRI图片用的什么加权方式?,T2,Modality,T2,胸腔,没有,"药物治疗,手术治疗",A,chinese,"A) T2 B) 胸腔 C) 没有 D) 药物治疗,手术治疗"
slake_046643,slake,validation,slake_046643.jpg,这张图片中脊髓的形状是什么?,圆形,Other,是的,左肺,不是,圆形,D,chinese,A) 是的 B) 左肺 C) 不是 D) 圆形
slake_046655,slake,validation,slake_046655.jpg,图中有多少个器官?,7,Other,胸腔,中部,不是,7,D,chinese,A) 胸腔 B) 中部 C) 不是 D) 7
slake_046656,slake,validation,slake_046656.jpg,图像左侧的黑色器官有什么作用?,呼吸,Other,呼吸,呼吸系统,大脑,小肠,A,chinese,A) 呼吸 B) 呼吸系统 C) 大脑 D) 小肠
slake_046659,slake,validation,slake_046659.jpg,这张图片的拍摄是通过CT吗?,是的,Modality,不可以,大脑,头部,是的,D,chinese,A) 不可以 B) 大脑 C) 头部 D) 是的
slake_046661,slake,validation,slake_046661.jpg,图像里包含脾脏吗?,不包含,Other,不可以,腹部,不包含,胸腔,C,chinese,A) 不可以 B) 腹部 C) 不包含 D) 胸腔
slake_046664,slake,validation,slake_046664.jpg,图中有多少个器官?,3,Other,不是,肺结节,3,X光,C,chinese,A) 不是 B) 肺结节 C) 3 D) X光
slake_046675,slake,validation,slake_046675.jpg,图中脾脏、右肾和小肠哪个体积最大?,小肠,Other,胸腔,中间,小肠,心脏,C,chinese,A) 胸腔 B) 中间 C) 小肠 D) 心脏
slake_046677,slake,validation,slake_046677.jpg,这张图片中脊髓的形状是什么?,圆形,Other,是的,圆形,是的,胸腔,B,chinese,A) 是的 B) 圆形 C) 是的 D) 胸腔
slake_046697,slake,validation,slake_046697.jpg,图中显示了多少个肺?,0,Other,肺,0,"药物治疗,康复治疗",心脏肥大,B,chinese,"A) 肺 B) 0 C) 药物治疗,康复治疗 D) 心脏肥大"
slake_046698,slake,validation,slake_046698.jpg,这张图片中脊髓的形状是什么?,圆形,Other,胸腔,是的,牙齿,圆形,D,chinese,A) 胸腔 B) 是的 C) 牙齿 D) 圆形
slake_046716,slake,validation,slake_046716.jpg,图像中最左侧器官是什么?,右肺,Other,右叶,不包含,肺炎,右肺,D,chinese,A) 右叶 B) 不包含 C) 肺炎 D) 右肺
slake_046741,slake,validation,slake_046741.jpg,图片中包含器官可以被用于吸收养分吗?,不包含,Other,右上肺,心脏,X光,不包含,D,chinese,A) 右上肺 B) 心脏 C) X光 D) 不包含
slake_046748,slake,validation,slake_046748.jpg,这张图显示了多少股骨头?,2,Other,胸腔,肺,2,X光,C,chinese,A) 胸腔 B) 肺 C) 2 D) X光
slake_046754,slake,validation,slake_046754.jpg,在这个图像中膀胱和直肠哪个体积更小?,直肠,Other,直肠,右叶,胸腔,是的,A,chinese,A) 直肠 B) 右叶 C) 胸腔 D) 是的
slake_046759,slake,validation,slake_046759.jpg,图像中的主要器官系统是什么?,盆腔,Other,胸腔,胸腔,盆腔,肺,C,chinese,A) 胸腔 B) 胸腔 C) 盆腔 D) 肺
slake_046775,slake,validation,slake_046775.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,积液,肝脏,胸腔,肺不张,C,chinese,A) 积液 B) 肝脏 C) 胸腔 D) 肺不张
slake_046784,slake,validation,slake_046784.jpg,图中肺、心脏和肝脏哪个更大?,肺,Other,肺结节,可以,右下角,肺,D,chinese,A) 肺结节 B) 可以 C) 右下角 D) 肺
slake_046786,slake,validation,slake_046786.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,心脏,胸腔,包含,脾脏,B,chinese,A) 心脏 B) 胸腔 C) 包含 D) 脾脏
slake_046793,slake,validation,slake_046793.jpg,肺是异常的吗?,是的,Other,是的,有,大脑,胸腔,A,chinese,A) 是的 B) 有 C) 大脑 D) 胸腔
slake_046795,slake,validation,slake_046795.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,否,胸腔,较少,"肝癌,肾癌",B,chinese,"A) 否 B) 胸腔 C) 较少 D) 肝癌,肾癌"
slake_046803,slake,validation,slake_046803.jpg,图中肺、心脏和肝脏哪个更大?,肺,Other,小肠,肺,心脏肥大,胸腔,B,chinese,A) 小肠 B) 肺 C) 心脏肥大 D) 胸腔
slake_046805,slake,validation,slake_046805.jpg,图像里包含的区域属于身体哪个部分?,胸腔,Other,双肺,呼吸系统,"药物治疗,支持治疗,手术治疗",胸腔,D,chinese,"A) 双肺 B) 呼吸系统 C) 药物治疗,支持治疗,手术治疗 D) 胸腔"
slake_046820,slake,test,slake_046820.jpg,Where is/are the abnormality located?,"Left Lung, Right",Where,"Left Lung, Right",no,no,yes,A,english,"A) Left Lung, Right B) no C) no D) yes"
slake_046845,slake,test,slake_046845.jpg,What diseases are included in the picture?,Cardiomegaly,What,pancreatic neuroendocrine tumor (pannet),a photo taken during life large lesion,hematologic,Cardiomegaly,D,english,A) pancreatic neuroendocrine tumor (pannet) B) a photo taken during life large lesion C) hematologic D) Cardiomegaly
slake_046848,slake,test,slake_046848.jpg,"Which organ is abnormal, heart or lung?",Heart,Abnormality,no,distal basilar artery,2,Heart,D,english,A) no B) distal basilar artery C) 2 D) Heart
slake_046854,slake,test,slake_046854.jpg,Does the picture contain liver?,Yes,Yes/No,Yes,with apparent infiltrative process case of chronic lymphocytic leukemia progressing to acute lymphocytic leukemia,postoperative cardiac surgery,by staphylococcus aureus,A,english,A) Yes B) with apparent infiltrative process case of chronic lymphocytic leukemia progressing to acute lymphocytic leukemia C) postoperative cardiac surgery D) by staphylococcus aureus
slake_046862,slake,test,slake_046862.jpg,Where is/are the abnormality located?,"Left Lung, Lower Right",Where,squamous cell carcinoma,thyroid,"Left Lung, Lower Right",gastrointestinal,C,english,"A) squamous cell carcinoma B) thyroid C) Left Lung, Lower Right D) gastrointestinal"
